,year,month,region,county,branch_name,established_on,operational_cost,staff_bonuses,misc_expenses,waste_cost,expense
734,2013.0,3.0,Northern Ireland,Belfast,Belfast branch,2011.0,2032.0,316.0,2309.0,3951.0,8608.0
735,2013.0,4.0,Northern Ireland,Belfast,Belfast branch,2011.0,2289.0,234.0,4170.0,2247.0,8940.0
736,2013.0,5.0,Northern Ireland,Belfast,Belfast branch,2011.0,2552.0,247.0,4406.0,3611.0,10816.0
737,2013.0,6.0,Northern Ireland,Belfast,Belfast branch,2011.0,2066.0,216.0,8672.0,3152.0,14106.0
738,2013.0,7.0,Northern Ireland,Belfast,Belfast branch,2011.0,3358.0,385.0,4725.0,5391.0,13859.0
739,2013.0,8.0,Northern Ireland,Belfast,Belfast branch,2011.0,3424.0,397.0,5755.0,6257.0,15833.0
740,2013.0,9.0,Northern Ireland,Belfast,Belfast branch,2011.0,3433.0,371.0,6126.0,4500.0,14430.0
741,2013.0,10.0,Northern Ireland,Belfast,Belfast branch,2011.0,2532.0,369.0,5947.0,2763.0,11611.0
742,2013.0,11.0,Northern Ireland,Belfast,Belfast branch,2011.0,2712.0,305.0,9459.0,2375.0,14851.0
743,2013.0,12.0,Northern Ireland,Belfast,Belfast branch,2011.0,2504.0,297.0,3026.0,5697.0,11524.0
744,2014.0,1.0,Northern Ireland,Belfast,Belfast branch,2011.0,2632.0,227.0,4541.0,6326.0,13726.0
745,2014.0,2.0,Northern Ireland,Belfast,Belfast branch,2011.0,2663.0,209.0,9491.0,2293.0,14656.0
746,2014.0,3.0,Northern Ireland,Belfast,Belfast branch,2011.0,3251.0,221.0,2747.0,5736.0,11955.0
747,2014.0,4.0,Northern Ireland,Belfast,Belfast branch,2011.0,2037.0,388.0,6141.0,2327.0,10893.0
748,2014.0,5.0,Northern Ireland,Belfast,Belfast branch,2011.0,2853.0,300.0,2861.0,5002.0,11016.0
749,2014.0,6.0,Northern Ireland,Belfast,Belfast branch,2011.0,2990.0,376.0,6389.0,2488.0,12243.0
750,2014.0,7.0,Northern Ireland,Belfast,Belfast branch,2011.0,2391.0,338.0,2063.0,5002.0,9794.0
751,2014.0,8.0,Northern Ireland,Belfast,Belfast branch,2011.0,2251.0,368.0,5465.0,5350.0,13434.0
752,2014.0,9.0,Northern Ireland,Belfast,Belfast branch,2011.0,2249.0,335.0,2584.0,5008.0,10176.0
753,2014.0,10.0,Northern Ireland,Belfast,Belfast branch,2011.0,2874.0,386.0,2643.0,5128.0,11031.0
754,2014.0,11.0,Northern Ireland,Belfast,Belfast branch,2011.0,2740.0,266.0,5480.0,5535.0,14021.0
755,2014.0,12.0,Northern Ireland,Belfast,Belfast branch,2011.0,3401.0,201.0,3015.0,3521.0,10138.0
756,2015.0,1.0,Northern Ireland,Belfast,Belfast branch,2011.0,2211.0,234.0,9481.0,5114.0,17040.0
757,2015.0,2.0,Northern Ireland,Belfast,Belfast branch,2011.0,2210.0,348.0,6753.0,5029.0,14340.0
758,2015.0,3.0,Northern Ireland,Belfast,Belfast branch,2011.0,2533.0,358.0,2972.0,6364.0,12227.0
759,2015.0,4.0,Northern Ireland,Belfast,Belfast branch,2011.0,2566.0,298.0,9453.0,4943.0,17260.0
760,2015.0,5.0,Northern Ireland,Belfast,Belfast branch,2011.0,3283.0,372.0,3304.0,2574.0,9533.0
761,2015.0,6.0,Northern Ireland,Belfast,Belfast branch,2011.0,2776.0,299.0,4882.0,6290.0,14247.0
762,2015.0,7.0,Northern Ireland,Belfast,Belfast branch,2011.0,2311.0,204.0,7895.0,5580.0,15990.0
763,2015.0,8.0,Northern Ireland,Belfast,Belfast branch,2011.0,2246.0,336.0,4798.0,2617.0,9997.0
764,2015.0,9.0,Northern Ireland,Belfast,Belfast branch,2011.0,2251.0,366.0,5017.0,5193.0,12827.0
765,2015.0,10.0,Northern Ireland,Belfast,Belfast branch,2011.0,2273.0,278.0,9319.0,4778.0,16648.0
766,2015.0,11.0,Northern Ireland,Belfast,Belfast branch,2011.0,3492.0,268.0,2106.0,4893.0,10759.0
767,2015.0,12.0,Northern Ireland,Belfast,Belfast branch,2011.0,3211.0,223.0,8871.0,5237.0,17542.0
768,2016.0,1.0,Northern Ireland,Belfast,Belfast branch,2011.0,2960.0,300.0,2469.0,4267.0,9996.0
769,2016.0,2.0,Northern Ireland,Belfast,Belfast branch,2011.0,2752.0,237.0,2831.0,5391.0,11211.0
770,2016.0,3.0,Northern Ireland,Belfast,Belfast branch,2011.0,2832.0,356.0,3182.0,5898.0,12268.0
771,2016.0,4.0,Northern Ireland,Belfast,Belfast branch,2011.0,2291.0,219.0,4976.0,6466.0,13952.0
772,2016.0,5.0,Northern Ireland,Belfast,Belfast branch,2011.0,3106.0,219.0,2678.0,3777.0,9780.0
773,2016.0,6.0,Northern Ireland,Belfast,Belfast branch,2011.0,2579.0,342.0,3631.0,5147.0,11699.0
774,2016.0,7.0,Northern Ireland,Belfast,Belfast branch,2011.0,2162.0,310.0,3568.0,2501.0,8541.0
775,2016.0,8.0,Northern Ireland,Belfast,Belfast branch,2011.0,3475.0,206.0,8547.0,5366.0,17594.0
776,2016.0,9.0,Northern Ireland,Belfast,Belfast branch,2011.0,2980.0,212.0,2183.0,2725.0,8100.0
777,2016.0,10.0,Northern Ireland,Belfast,Belfast branch,2011.0,2443.0,234.0,7839.0,5110.0,15626.0
778,2016.0,11.0,Northern Ireland,Belfast,Belfast branch,2011.0,2262.0,381.0,9273.0,5707.0,17623.0
779,2016.0,12.0,Northern Ireland,Belfast,Belfast branch,2011.0,2203.0,304.0,7211.0,4593.0,14311.0
780,2017.0,1.0,Northern Ireland,Belfast,Belfast branch,2011.0,3047.0,258.0,3029.0,2375.0,8709.0
781,2017.0,2.0,Northern Ireland,Belfast,Belfast branch,2011.0,2140.0,340.0,2385.0,3112.0,7977.0
782,2017.0,3.0,Northern Ireland,Belfast,Belfast branch,2011.0,2123.0,254.0,7242.0,6232.0,15851.0
783,2017.0,4.0,Northern Ireland,Belfast,Belfast branch,2011.0,3251.0,283.0,6990.0,5890.0,16414.0
784,2017.0,5.0,Northern Ireland,Belfast,Belfast branch,2011.0,2702.0,369.0,6489.0,2033.0,11593.0
785,2017.0,6.0,Northern Ireland,Belfast,Belfast branch,2011.0,3042.0,316.0,6508.0,5567.0,15433.0
786,2017.0,7.0,Northern Ireland,Belfast,Belfast branch,2011.0,2600.0,248.0,8109.0,3422.0,14379.0
787,2017.0,8.0,Northern Ireland,Belfast,Belfast branch,2011.0,2927.0,221.0,4593.0,6511.0,14252.0
788,2017.0,9.0,Northern Ireland,Belfast,Belfast branch,2011.0,2610.0,291.0,7777.0,4733.0,15411.0
789,2017.0,10.0,Northern Ireland,Belfast,Belfast branch,2011.0,2303.0,227.0,3145.0,3251.0,8926.0
790,2017.0,11.0,Northern Ireland,Belfast,Belfast branch,2011.0,3123.0,224.0,4833.0,4370.0,12550.0
791,2017.0,12.0,Northern Ireland,Belfast,Belfast branch,2011.0,2138.0,307.0,5618.0,4179.0,12242.0
792,2018.0,1.0,Northern Ireland,Belfast,Belfast branch,2011.0,3039.0,234.0,3822.0,4057.0,11152.0
793,2018.0,2.0,Northern Ireland,Belfast,Belfast branch,2011.0,2269.0,392.0,5144.0,3855.0,11660.0
794,2018.0,3.0,Northern Ireland,Belfast,Belfast branch,2011.0,3295.0,275.0,6050.0,5836.0,15456.0
795,2018.0,4.0,Northern Ireland,Belfast,Belfast branch,2011.0,3405.0,275.0,6770.0,6296.0,16746.0
796,2018.0,5.0,Northern Ireland,Belfast,Belfast branch,2011.0,3318.0,297.0,2711.0,6088.0,12414.0
797,2018.0,6.0,Northern Ireland,Belfast,Belfast branch,2011.0,2764.0,391.0,9497.0,5333.0,17985.0
798,2018.0,7.0,Northern Ireland,Belfast,Belfast branch,2011.0,2999.0,312.0,4117.0,4155.0,11583.0
799,2018.0,8.0,Northern Ireland,Belfast,Belfast branch,2011.0,2788.0,383.0,2686.0,3763.0,9620.0
800,2018.0,9.0,Northern Ireland,Belfast,Belfast branch,2011.0,2523.0,387.0,4584.0,2816.0,10310.0
801,2018.0,10.0,Northern Ireland,Belfast,Belfast branch,2011.0,2231.0,332.0,6738.0,6105.0,15406.0
802,2018.0,11.0,Northern Ireland,Belfast,Belfast branch,2011.0,2976.0,202.0,6478.0,5972.0,15628.0
803,2018.0,12.0,Northern Ireland,Belfast,Belfast branch,2011.0,2327.0,383.0,5535.0,5827.0,14072.0
804,2019.0,1.0,Northern Ireland,Belfast,Belfast branch,2011.0,2896.0,358.0,2436.0,4271.0,9961.0
805,2019.0,2.0,Northern Ireland,Belfast,Belfast branch,2011.0,2587.0,338.0,8092.0,4905.0,15922.0
806,2019.0,3.0,Northern Ireland,Belfast,Belfast branch,2011.0,2921.0,308.0,5557.0,5088.0,13874.0
807,2019.0,4.0,Northern Ireland,Belfast,Belfast branch,2011.0,2680.0,292.0,2247.0,3343.0,8562.0
808,2019.0,5.0,Northern Ireland,Belfast,Belfast branch,2011.0,2004.0,332.0,4538.0,5867.0,12741.0
809,2019.0,6.0,Northern Ireland,Belfast,Belfast branch,2011.0,2753.0,338.0,6420.0,3218.0,12729.0
810,2019.0,7.0,Northern Ireland,Belfast,Belfast branch,2011.0,3470.0,288.0,6056.0,5168.0,14982.0
811,2019.0,8.0,Northern Ireland,Belfast,Belfast branch,2011.0,2233.0,248.0,7217.0,4351.0,14049.0
812,2019.0,9.0,Northern Ireland,Belfast,Belfast branch,2011.0,3208.0,207.0,6297.0,3477.0,13189.0
813,2019.0,10.0,Northern Ireland,Belfast,Belfast branch,2011.0,3087.0,256.0,6976.0,4868.0,15187.0
814,2019.0,11.0,Northern Ireland,Belfast,Belfast branch,2011.0,2486.0,370.0,3526.0,3582.0,9964.0
815,2019.0,12.0,Northern Ireland,Belfast,Belfast branch,2011.0,2545.0,280.0,7076.0,3145.0,13046.0
816,2020.0,1.0,Northern Ireland,Belfast,Belfast branch,2011.0,2698.0,250.0,8714.0,5103.0,16765.0
817,2020.0,2.0,Northern Ireland,Belfast,Belfast branch,2011.0,2746.0,265.0,2877.0,4774.0,10662.0
818,2020.0,3.0,Northern Ireland,Belfast,Belfast branch,2011.0,2404.0,221.0,6585.0,5314.0,14524.0
819,2020.0,4.0,Northern Ireland,Belfast,Belfast branch,2011.0,2395.0,232.0,4596.0,2013.0,9236.0
820,2020.0,5.0,Northern Ireland,Belfast,Belfast branch,2011.0,3420.0,301.0,7912.0,3999.0,15632.0
821,2020.0,6.0,Northern Ireland,Belfast,Belfast branch,2011.0,2557.0,203.0,8307.0,5011.0,16078.0
822,2020.0,7.0,Northern Ireland,Belfast,Belfast branch,2011.0,2106.0,261.0,6773.0,6289.0,15429.0
823,2020.0,8.0,Northern Ireland,Belfast,Belfast branch,2011.0,3397.0,373.0,2992.0,2889.0,9651.0
824,2020.0,9.0,Northern Ireland,Belfast,Belfast branch,2011.0,3446.0,320.0,5794.0,4281.0,13841.0
825,2020.0,10.0,Northern Ireland,Belfast,Belfast branch,2011.0,3303.0,284.0,7959.0,4763.0,16309.0
826,2020.0,11.0,Northern Ireland,Belfast,Belfast branch,2011.0,2039.0,392.0,6345.0,4936.0,13712.0
827,2020.0,12.0,Northern Ireland,Belfast,Belfast branch,2011.0,2248.0,332.0,5913.0,3281.0,11774.0
828,2010.0,1.0,North West England,Wyre,Wyre branch,2010.0,2856.0,337.0,5197.0,6405.0,14795.0
829,2010.0,2.0,North West England,Wyre,Wyre branch,2010.0,2183.0,383.0,2078.0,4522.0,9166.0
830,2010.0,3.0,North West England,Wyre,Wyre branch,2010.0,2908.0,293.0,3974.0,3139.0,10314.0
831,2010.0,4.0,North West England,Wyre,Wyre branch,2010.0,2873.0,251.0,9419.0,5715.0,18258.0
832,2010.0,5.0,North West England,Wyre,Wyre branch,2010.0,2276.0,351.0,9332.0,5198.0,17157.0
833,2010.0,6.0,North West England,Wyre,Wyre branch,2010.0,2323.0,309.0,9101.0,4130.0,15863.0
834,2010.0,7.0,North West England,Wyre,Wyre branch,2010.0,3155.0,340.0,2250.0,5939.0,11684.0
835,2010.0,8.0,North West England,Wyre,Wyre branch,2010.0,3213.0,339.0,8229.0,5325.0,17106.0
836,2010.0,9.0,North West England,Wyre,Wyre branch,2010.0,3418.0,224.0,5022.0,5372.0,14036.0
837,2010.0,10.0,North West England,Wyre,Wyre branch,2010.0,2299.0,316.0,3288.0,2268.0,8171.0
838,2010.0,11.0,North West England,Wyre,Wyre branch,2010.0,3066.0,383.0,9381.0,4642.0,17472.0
839,2010.0,12.0,North West England,Wyre,Wyre branch,2010.0,3212.0,317.0,7767.0,3625.0,14921.0
840,2011.0,1.0,North West England,Wyre,Wyre branch,2010.0,2615.0,232.0,4796.0,4034.0,11677.0
841,2011.0,2.0,North West England,Wyre,Wyre branch,2010.0,3007.0,355.0,4909.0,4547.0,12818.0
842,2011.0,3.0,North West England,Wyre,Wyre branch,2010.0,3364.0,388.0,7826.0,2678.0,14256.0
843,2011.0,4.0,North West England,Wyre,Wyre branch,2010.0,2938.0,263.0,9490.0,6152.0,18843.0
844,2011.0,5.0,North West England,Wyre,Wyre branch,2010.0,2325.0,300.0,7441.0,3118.0,13184.0
845,2011.0,6.0,North West England,Wyre,Wyre branch,2010.0,2466.0,356.0,4546.0,3016.0,10384.0
846,2011.0,7.0,North West England,Wyre,Wyre branch,2010.0,3388.0,304.0,7873.0,5581.0,17146.0
847,2011.0,8.0,North West England,Wyre,Wyre branch,2010.0,3433.0,205.0,6395.0,4043.0,14076.0
848,2011.0,9.0,North West England,Wyre,Wyre branch,2010.0,2253.0,356.0,3251.0,4906.0,10766.0
849,2011.0,10.0,North West England,Wyre,Wyre branch,2010.0,2311.0,342.0,8860.0,5857.0,17370.0
850,2011.0,11.0,North West England,Wyre,Wyre branch,2010.0,3095.0,301.0,2556.0,5674.0,11626.0
851,2011.0,12.0,North West England,Wyre,Wyre branch,2010.0,3094.0,400.0,5083.0,5740.0,14317.0
852,2012.0,1.0,North West England,Wyre,Wyre branch,2010.0,2626.0,270.0,8744.0,2244.0,13884.0
853,2012.0,2.0,North West England,Wyre,Wyre branch,2010.0,3082.0,212.0,9350.0,3350.0,15994.0
854,2012.0,3.0,North West England,Wyre,Wyre branch,2010.0,2755.0,290.0,2120.0,2063.0,7228.0
855,2012.0,4.0,North West England,Wyre,Wyre branch,2010.0,3075.0,313.0,6075.0,2236.0,11699.0
856,2012.0,5.0,North West England,Wyre,Wyre branch,2010.0,2325.0,381.0,6270.0,4751.0,13727.0
857,2012.0,6.0,North West England,Wyre,Wyre branch,2010.0,2622.0,209.0,4836.0,4625.0,12292.0
858,2012.0,7.0,North West England,Wyre,Wyre branch,2010.0,2512.0,393.0,2527.0,2286.0,7718.0
859,2012.0,8.0,North West England,Wyre,Wyre branch,2010.0,2575.0,329.0,2706.0,4189.0,9799.0
860,2012.0,9.0,North West England,Wyre,Wyre branch,2010.0,2070.0,299.0,2352.0,4477.0,9198.0
861,2012.0,10.0,North West England,Wyre,Wyre branch,2010.0,2842.0,368.0,2349.0,5784.0,11343.0
862,2012.0,11.0,North West England,Wyre,Wyre branch,2010.0,2550.0,358.0,3835.0,6342.0,13085.0
863,2012.0,12.0,North West England,Wyre,Wyre branch,2010.0,3356.0,204.0,9042.0,5468.0,18070.0
864,2013.0,1.0,North West England,Wyre,Wyre branch,2010.0,2937.0,329.0,5882.0,2769.0,11917.0
865,2013.0,2.0,North West England,Wyre,Wyre branch,2010.0,3244.0,276.0,7184.0,3447.0,14151.0
866,2013.0,3.0,North West England,Wyre,Wyre branch,2010.0,2308.0,371.0,7803.0,5802.0,16284.0
867,2013.0,4.0,North West England,Wyre,Wyre branch,2010.0,2125.0,316.0,7608.0,3099.0,13148.0
868,2013.0,5.0,North West England,Wyre,Wyre branch,2010.0,3288.0,361.0,2363.0,4817.0,10829.0
869,2013.0,6.0,North West England,Wyre,Wyre branch,2010.0,3137.0,273.0,9135.0,6230.0,18775.0
870,2013.0,7.0,North West England,Wyre,Wyre branch,2010.0,3359.0,230.0,5583.0,4724.0,13896.0
871,2013.0,8.0,North West England,Wyre,Wyre branch,2010.0,2772.0,241.0,4351.0,3564.0,10928.0
872,2013.0,9.0,North West England,Wyre,Wyre branch,2010.0,2328.0,248.0,9113.0,5886.0,17575.0
873,2013.0,10.0,North West England,Wyre,Wyre branch,2010.0,2136.0,398.0,8272.0,6365.0,17171.0
874,2013.0,11.0,North West England,Wyre,Wyre branch,2010.0,3154.0,269.0,7444.0,5753.0,16620.0
875,2013.0,12.0,North West England,Wyre,Wyre branch,2010.0,2837.0,398.0,4036.0,2991.0,10262.0
876,2014.0,1.0,North West England,Wyre,Wyre branch,2010.0,2439.0,398.0,7567.0,6133.0,16537.0
877,2014.0,2.0,North West England,Wyre,Wyre branch,2010.0,2378.0,221.0,7617.0,2641.0,12857.0
878,2014.0,3.0,North West England,Wyre,Wyre branch,2010.0,2264.0,321.0,4942.0,6502.0,14029.0
879,2014.0,4.0,North West England,Wyre,Wyre branch,2010.0,2416.0,351.0,2486.0,4039.0,9292.0
880,2014.0,5.0,North West England,Wyre,Wyre branch,2010.0,2568.0,386.0,2428.0,2931.0,8313.0
881,2014.0,6.0,North West England,Wyre,Wyre branch,2010.0,2154.0,323.0,7960.0,5713.0,16150.0
882,2014.0,7.0,North West England,Wyre,Wyre branch,2010.0,3495.0,326.0,7424.0,6422.0,17667.0
883,2014.0,8.0,North West England,Wyre,Wyre branch,2010.0,2199.0,237.0,3713.0,4211.0,10360.0
884,2014.0,9.0,North West England,Wyre,Wyre branch,2010.0,3300.0,232.0,7070.0,3720.0,14322.0
885,2014.0,10.0,North West England,Wyre,Wyre branch,2010.0,2252.0,298.0,6793.0,5199.0,14542.0
886,2014.0,11.0,North West England,Wyre,Wyre branch,2010.0,2483.0,360.0,8998.0,5539.0,17380.0
887,2014.0,12.0,North West England,Wyre,Wyre branch,2010.0,3041.0,346.0,2251.0,6370.0,12008.0
888,2015.0,1.0,North West England,Wyre,Wyre branch,2010.0,3020.0,280.0,9031.0,6216.0,18547.0
889,2015.0,2.0,North West England,Wyre,Wyre branch,2010.0,2735.0,306.0,3353.0,4257.0,10651.0
890,2015.0,3.0,North West England,Wyre,Wyre branch,2010.0,2995.0,279.0,3186.0,2486.0,8946.0
891,2015.0,4.0,North West England,Wyre,Wyre branch,2010.0,3107.0,397.0,6979.0,2747.0,13230.0
892,2015.0,5.0,North West England,Wyre,Wyre branch,2010.0,2625.0,201.0,8731.0,2908.0,14465.0
893,2015.0,6.0,North West England,Wyre,Wyre branch,2010.0,2727.0,291.0,4270.0,5198.0,12486.0
894,2015.0,7.0,North West England,Wyre,Wyre branch,2010.0,2085.0,341.0,8893.0,5471.0,16790.0
895,2015.0,8.0,North West England,Wyre,Wyre branch,2010.0,2849.0,252.0,5044.0,3447.0,11592.0
896,2015.0,9.0,North West England,Wyre,Wyre branch,2010.0,3184.0,250.0,7820.0,2412.0,13666.0
897,2015.0,10.0,North West England,Wyre,Wyre branch,2010.0,2332.0,268.0,4793.0,6234.0,13627.0
898,2015.0,11.0,North West England,Wyre,Wyre branch,2010.0,2277.0,295.0,6807.0,6088.0,15467.0
899,2015.0,12.0,North West England,Wyre,Wyre branch,2010.0,2702.0,303.0,8161.0,2590.0,13756.0
900,2016.0,1.0,North West England,Wyre,Wyre branch,2010.0,2130.0,368.0,5446.0,3967.0,11911.0
901,2016.0,2.0,North West England,Wyre,Wyre branch,2010.0,3419.0,224.0,8120.0,6211.0,17974.0
902,2016.0,3.0,North West England,Wyre,Wyre branch,2010.0,2086.0,397.0,4313.0,2510.0,9306.0
903,2016.0,4.0,North West England,Wyre,Wyre branch,2010.0,2758.0,213.0,7404.0,6139.0,16514.0
904,2016.0,5.0,North West England,Wyre,Wyre branch,2010.0,3271.0,386.0,4499.0,2140.0,10296.0
905,2016.0,6.0,North West England,Wyre,Wyre branch,2010.0,2840.0,253.0,7673.0,5981.0,16747.0
906,2016.0,7.0,North West England,Wyre,Wyre branch,2010.0,2504.0,327.0,4819.0,3822.0,11472.0
907,2016.0,8.0,North West England,Wyre,Wyre branch,2010.0,2912.0,376.0,9472.0,5447.0,18207.0
908,2016.0,9.0,North West England,Wyre,Wyre branch,2010.0,2286.0,389.0,9348.0,2977.0,15000.0
909,2016.0,10.0,North West England,Wyre,Wyre branch,2010.0,2103.0,356.0,4008.0,4140.0,10607.0
910,2016.0,11.0,North West England,Wyre,Wyre branch,2010.0,3426.0,393.0,8023.0,6092.0,17934.0
911,2016.0,12.0,North West England,Wyre,Wyre branch,2010.0,2157.0,339.0,2538.0,3951.0,8985.0
912,2017.0,1.0,North West England,Wyre,Wyre branch,2010.0,3275.0,253.0,9452.0,5377.0,18357.0
913,2017.0,2.0,North West England,Wyre,Wyre branch,2010.0,2564.0,307.0,8254.0,5831.0,16956.0
914,2017.0,3.0,North West England,Wyre,Wyre branch,2010.0,2692.0,331.0,8003.0,2327.0,13353.0
915,2017.0,4.0,North West England,Wyre,Wyre branch,2010.0,2987.0,321.0,6007.0,4337.0,13652.0
916,2017.0,5.0,North West England,Wyre,Wyre branch,2010.0,3111.0,383.0,6198.0,4471.0,14163.0
917,2017.0,6.0,North West England,Wyre,Wyre branch,2010.0,3314.0,303.0,2870.0,2874.0,9361.0
918,2017.0,7.0,North West England,Wyre,Wyre branch,2010.0,2769.0,208.0,8268.0,3776.0,15021.0
919,2017.0,8.0,North West England,Wyre,Wyre branch,2010.0,2580.0,336.0,6752.0,4181.0,13849.0
920,2017.0,9.0,North West England,Wyre,Wyre branch,2010.0,3446.0,295.0,4204.0,4953.0,12898.0
921,2017.0,10.0,North West England,Wyre,Wyre branch,2010.0,2062.0,386.0,4513.0,3187.0,10148.0
922,2017.0,11.0,North West England,Wyre,Wyre branch,2010.0,2247.0,296.0,6418.0,3800.0,12761.0
923,2017.0,12.0,North West England,Wyre,Wyre branch,2010.0,2930.0,298.0,4101.0,4311.0,11640.0
924,2018.0,1.0,North West England,Wyre,Wyre branch,2010.0,3044.0,340.0,2596.0,6295.0,12275.0
925,2018.0,2.0,North West England,Wyre,Wyre branch,2010.0,3412.0,223.0,3811.0,2925.0,10371.0
926,2018.0,3.0,North West England,Wyre,Wyre branch,2010.0,3236.0,299.0,2846.0,5742.0,12123.0
927,2018.0,4.0,North West England,Wyre,Wyre branch,2010.0,3436.0,242.0,9439.0,4347.0,17464.0
928,2018.0,5.0,North West England,Wyre,Wyre branch,2010.0,2321.0,336.0,7601.0,3468.0,13726.0
929,2018.0,6.0,North West England,Wyre,Wyre branch,2010.0,2027.0,213.0,2036.0,5044.0,9320.0
930,2018.0,7.0,North West England,Wyre,Wyre branch,2010.0,2778.0,256.0,2747.0,3165.0,8946.0
931,2018.0,8.0,North West England,Wyre,Wyre branch,2010.0,2943.0,204.0,7357.0,3156.0,13660.0
932,2018.0,9.0,North West England,Wyre,Wyre branch,2010.0,3155.0,338.0,5281.0,4859.0,13633.0
933,2018.0,10.0,North West England,Wyre,Wyre branch,2010.0,2980.0,301.0,2335.0,4340.0,9956.0
934,2018.0,11.0,North West England,Wyre,Wyre branch,2010.0,2926.0,305.0,8395.0,3059.0,14685.0
935,2018.0,12.0,North West England,Wyre,Wyre branch,2010.0,2455.0,309.0,2117.0,2378.0,7259.0
936,2019.0,1.0,North West England,Wyre,Wyre branch,2010.0,2794.0,348.0,6160.0,4736.0,14038.0
937,2019.0,2.0,North West England,Wyre,Wyre branch,2010.0,3005.0,241.0,8102.0,2966.0,14314.0
938,2019.0,3.0,North West England,Wyre,Wyre branch,2010.0,3053.0,385.0,4886.0,5601.0,13925.0
939,2019.0,4.0,North West England,Wyre,Wyre branch,2010.0,3383.0,219.0,7861.0,6023.0,17486.0
940,2019.0,5.0,North West England,Wyre,Wyre branch,2010.0,2495.0,338.0,3719.0,3075.0,9627.0
941,2019.0,6.0,North West England,Wyre,Wyre branch,2010.0,3257.0,229.0,8404.0,5880.0,17770.0
942,2019.0,7.0,North West England,Wyre,Wyre branch,2010.0,2955.0,305.0,2739.0,2864.0,8863.0
943,2019.0,8.0,North West England,Wyre,Wyre branch,2010.0,3434.0,357.0,5062.0,5625.0,14478.0
944,2019.0,9.0,North West England,Wyre,Wyre branch,2010.0,3060.0,364.0,8132.0,6366.0,17922.0
945,2019.0,10.0,North West England,Wyre,Wyre branch,2010.0,3107.0,203.0,7277.0,4500.0,15087.0
946,2019.0,11.0,North West England,Wyre,Wyre branch,2010.0,2831.0,296.0,5285.0,3136.0,11548.0
947,2019.0,12.0,North West England,Wyre,Wyre branch,2010.0,2616.0,312.0,5558.0,2916.0,11402.0
948,2020.0,1.0,North West England,Wyre,Wyre branch,2010.0,2119.0,263.0,6453.0,2741.0,11576.0
949,2020.0,2.0,North West England,Wyre,Wyre branch,2010.0,2526.0,235.0,5311.0,2136.0,10208.0
950,2020.0,3.0,North West England,Wyre,Wyre branch,2010.0,2689.0,271.0,6174.0,4408.0,13542.0
951,2020.0,4.0,North West England,Wyre,Wyre branch,2010.0,2384.0,369.0,3353.0,2833.0,8939.0
952,2020.0,5.0,North West England,Wyre,Wyre branch,2010.0,2133.0,207.0,3174.0,2906.0,8420.0
953,2020.0,6.0,North West England,Wyre,Wyre branch,2010.0,2416.0,234.0,9002.0,2792.0,14444.0
954,2020.0,7.0,North West England,Wyre,Wyre branch,2010.0,3002.0,317.0,4654.0,3721.0,11694.0
955,2020.0,8.0,North West England,Wyre,Wyre branch,2010.0,3356.0,292.0,4087.0,3401.0,11136.0
956,2020.0,9.0,North West England,Wyre,Wyre branch,2010.0,3492.0,400.0,8375.0,3356.0,15623.0
957,2020.0,10.0,North West England,Wyre,Wyre branch,2010.0,2260.0,262.0,6880.0,4514.0,13916.0
958,2020.0,11.0,North West England,Wyre,Wyre branch,2010.0,3090.0,318.0,6902.0,6251.0,16561.0
959,2020.0,12.0,North West England,Wyre,Wyre branch,2010.0,3031.0,350.0,5463.0,2151.0,10995.0
960,2010.0,1.0,South East England,Mole Valley,Mole Valley store,2010.0,2521.0,311.0,4300.0,3333.0,10465.0
961,2010.0,2.0,South East England,Mole Valley,Mole Valley store,2010.0,3242.0,375.0,6749.0,2168.0,12534.0
962,2010.0,3.0,South East England,Mole Valley,Mole Valley store,2010.0,2225.0,328.0,3406.0,5086.0,11045.0
963,2010.0,4.0,South East England,Mole Valley,Mole Valley store,2010.0,2161.0,374.0,5442.0,5794.0,13771.0
964,2010.0,5.0,South East England,Mole Valley,Mole Valley store,2010.0,3047.0,390.0,8921.0,2215.0,14573.0
965,2010.0,6.0,South East England,Mole Valley,Mole Valley store,2010.0,2113.0,205.0,7952.0,2941.0,13211.0
966,2010.0,7.0,South East England,Mole Valley,Mole Valley store,2010.0,2059.0,225.0,7949.0,4942.0,15175.0
967,2010.0,8.0,South East England,Mole Valley,Mole Valley store,2010.0,2483.0,368.0,6166.0,2975.0,11992.0
968,2010.0,9.0,South East England,Mole Valley,Mole Valley store,2010.0,3462.0,229.0,2082.0,2129.0,7902.0
969,2010.0,10.0,South East England,Mole Valley,Mole Valley store,2010.0,2592.0,348.0,8185.0,3539.0,14664.0
970,2010.0,11.0,South East England,Mole Valley,Mole Valley store,2010.0,3078.0,223.0,5501.0,4740.0,13542.0
971,2010.0,12.0,South East England,Mole Valley,Mole Valley store,2010.0,3051.0,365.0,8726.0,5142.0,17284.0
972,2011.0,1.0,South East England,Mole Valley,Mole Valley store,2010.0,3142.0,228.0,7871.0,2275.0,13516.0
973,2011.0,2.0,South East England,Mole Valley,Mole Valley store,2010.0,2872.0,398.0,3146.0,2653.0,9069.0
974,2011.0,3.0,South East England,Mole Valley,Mole Valley store,2010.0,2416.0,272.0,5050.0,5720.0,13458.0
